file,line,column,type,code,message,docs,severity,link
admin/class-admin.php,933,36,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table_activations at &quot;SHOW TABLES LIKE &#039;$table_activations&#039;&quot;",,5,
admin/class-admin.php,934,68,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,"Unescaped parameter $table_activations used in $wpdb-&gt;get_var(&quot;SELECT COUNT(*) FROM $table_activations WHERE is_active = 1&quot;)\n$table_activations assigned unsafely at line 932:\n $table_activations = $wpdb-&gt;prefix . &#039;imagina_license_activations&#039;\n$license_stats[&#039;license_activations&#039;] assigned unsafely at line 934:\n $license_stats[&#039;license_activations&#039;] = $wpdb-&gt;get_var(&quot;SELECT COUNT(*) FROM $table_activations WHERE is_active = 1&quot;)",,5,
admin/class-admin.php,934,76,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table_activations at &quot;SELECT COUNT(*) FROM $table_activations WHERE is_active = 1&quot;",,5,
admin/class-admin.php,984,9,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
admin/class-admin.php,984,9,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
admin/class-admin.php,988,13,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
admin/class-admin.php,1005,25,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,
admin/class-admin.php,1005,44,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,
admin/class-admin.php,1005,44,WARNING,WordPress.Security.ValidatedSanitizedInput.MissingUnslash,"$_GET[&#039;action&#039;] not unslashed before sanitization. Use wp_unslash() or similar",,5,
admin/class-admin.php,1005,44,WARNING,WordPress.Security.ValidatedSanitizedInput.InputNotSanitized,"Detected usage of a non-sanitized input variable: $_GET[&#039;action&#039;]",,5,
admin/class-admin.php,1006,27,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,
admin/class-admin.php,1006,55,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,
admin/class-admin.php,1048,29,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,
admin/class-admin.php,1048,59,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,
includes/class-plugin-groups.php,31,19,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,31,19,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-plugin-groups.php,31,26,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,"Unescaped parameter $table_groups used in $wpdb-&gt;get_var($wpdb-&gt;prepare(\n            &quot;SELECT COUNT(*) FROM $table_groups WHERE name = %s&quot;,\n            $name\n        ))\n$table_groups assigned unsafely at line 23:\n $table_groups = $wpdb-&gt;prefix . &#039;imagina_updater_plugin_groups&#039;\n$name used without escaping.",,5,
includes/class-plugin-groups.php,32,13,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table_groups at &quot;SELECT COUNT(*) FROM $table_groups WHERE name = %s&quot;",,5,
includes/class-plugin-groups.php,41,19,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,91,19,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,91,19,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-plugin-groups.php,91,26,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,"Unescaped parameter $table_groups used in $wpdb-&gt;get_var($wpdb-&gt;prepare(\n            &quot;SELECT COUNT(*) FROM $table_groups WHERE name = %s AND id != %d&quot;,\n            $name,\n            $group_id\n        ))\n$table_groups assigned unsafely at line 77:\n $table_groups = $wpdb-&gt;prefix . &#039;imagina_updater_plugin_groups&#039;\n$group assigned unsafely at line 80:\n $group = self::get_group($group_id)\n$group_id used without escaping.",,5,
includes/class-plugin-groups.php,92,13,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table_groups at &quot;SELECT COUNT(*) FROM $table_groups WHERE name = %s AND id != %d&quot;",,5,
includes/class-plugin-groups.php,102,19,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,102,19,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-plugin-groups.php,136,9,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,136,9,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-plugin-groups.php,141,17,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,166,16,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,166,16,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-plugin-groups.php,166,23,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,"Unescaped parameter $table_groups used in $wpdb-&gt;get_row($wpdb-&gt;prepare(\n            &quot;SELECT * FROM $table_groups WHERE id = %d&quot;,\n            $group_id\n        ))\n$table_groups assigned unsafely at line 164:\n $table_groups = $wpdb-&gt;prefix . &#039;imagina_updater_plugin_groups&#039;\n$group_id used without escaping.",,5,
includes/class-plugin-groups.php,167,13,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table_groups at &quot;SELECT * FROM $table_groups WHERE id = %d&quot;",,5,
includes/class-plugin-groups.php,182,16,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,182,16,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-plugin-groups.php,182,23,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,"Unescaped parameter $table_groups used in $wpdb-&gt;get_results(&quot;SELECT * FROM $table_groups ORDER BY name ASC&quot;)\n$table_groups assigned unsafely at line 180:\n $table_groups = $wpdb-&gt;prefix . &#039;imagina_updater_plugin_groups&#039;",,5,
includes/class-plugin-groups.php,182,35,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table_groups at &quot;SELECT * FROM $table_groups ORDER BY name ASC&quot;",,5,
includes/class-plugin-groups.php,216,20,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,216,20,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-plugin-groups.php,216,27,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,"Unescaped parameter $table_items used in $wpdb-&gt;get_col($wpdb-&gt;prepare(\n            &quot;SELECT plugin_id FROM $table_items WHERE group_id = %d&quot;,\n            $group_id\n        ))\n$table_items assigned unsafely at line 214:\n $table_items = $wpdb-&gt;prefix . &#039;imagina_updater_plugin_group_items&#039;\n$results assigned unsafely at line 216:\n $results = $wpdb-&gt;get_col($wpdb-&gt;prepare(\n            &quot;SELECT plugin_id FROM $table_items WHERE group_id = %d&quot;,\n            $group_id\n        ))\n$group_id used without escaping.",,5,
includes/class-plugin-groups.php,217,13,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table_items at &quot;SELECT plugin_id FROM $table_items WHERE group_id = %d&quot;",,5,
includes/class-plugin-groups.php,243,9,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,243,9,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-plugin-groups.php,246,19,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,246,19,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-plugin-groups.php,266,22,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-plugin-groups.php,266,22,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-plugin-groups.php,267,13,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table_items at &quot;SELECT COUNT(*) FROM $table_items WHERE group_id = %d&quot;",,5,
includes/class-activations.php,48,21,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-activations.php,48,21,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-activations.php,48,28,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,"Unescaped parameter $table used in $wpdb-&gt;get_row($wpdb-&gt;prepare(\n            &quot;SELECT * FROM $table WHERE api_key_id = %d AND site_domain = %s AND is_active = 1&quot;,\n            $key_data-&gt;id,\n            $site_domain\n        ))\n$table assigned unsafely at line 45:\n $table = $wpdb-&gt;prefix . &#039;imagina_updater_activations&#039;\n$existing assigned unsafely at line 48:\n $existing = $wpdb-&gt;get_row($wpdb-&gt;prepare(\n            &quot;SELECT * FROM $table WHERE api_key_id = %d AND site_domain = %s AND is_active = 1&quot;,\n            $key_data-&gt;id,\n            $site_domain\n        ))\n$key_data-&gt;id used without escaping.\n$site_domain assigned unsafely at line 40:\n $site_domain = self::normalize_domain($site_domain)",,5,
includes/class-activations.php,49,13,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table at &quot;SELECT * FROM $table WHERE api_key_id = %d AND site_domain = %s AND is_active = 1&quot;",,5,
includes/class-activations.php,64,32,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-activations.php,64,32,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-activations.php,64,39,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,"Unescaped parameter $table used in $wpdb-&gt;get_var($wpdb-&gt;prepare(\n            &quot;SELECT COUNT(*) FROM $table WHERE api_key_id = %d AND is_active = 1&quot;,\n            $key_data-&gt;id\n        ))\n$table assigned unsafely at line 45:\n $table = $wpdb-&gt;prefix . &#039;imagina_updater_activations&#039;\n$existing assigned unsafely at line 48:\n $existing = $wpdb-&gt;get_row($wpdb-&gt;prepare(\n            &quot;SELECT * FROM $table WHERE api_key_id = %d AND site_domain = %s AND is_active = 1&quot;,\n            $key_data-&gt;id,\n            $site_domain\n        ))\n$key_data-&gt;id used without escaping.\n$site_domain assigned unsafely at line 40:\n $site_domain = self::normalize_domain($site_domain)",,5,
includes/class-activations.php,65,13,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table at &quot;SELECT COUNT(*) FROM $table WHERE api_key_id = %d AND is_active = 1&quot;",,5,
includes/class-activations.php,72,32,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-activations.php,72,32,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-activations.php,72,39,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,"Unescaped parameter $table used in $wpdb-&gt;get_col($wpdb-&gt;prepare(\n                &quot;SELECT site_domain FROM $table WHERE api_key_id = %d AND is_active = 1 ORDER BY activated_at DESC&quot;,\n                $key_data-&gt;id\n            ))\n$table assigned unsafely at line 45:\n $table = $wpdb-&gt;prefix . &#039;imagina_updater_activations&#039;\n$existing assigned unsafely at line 48:\n $existing = $wpdb-&gt;get_row($wpdb-&gt;prepare(\n            &quot;SELECT * FROM $table WHERE api_key_id = %d AND site_domain = %s AND is_active = 1&quot;,\n            $key_data-&gt;id,\n            $site_domain\n        ))\n$key_data-&gt;id used without escaping.\n$site_domain assigned unsafely at line 40:\n $site_domain = self::normalize_domain($site_domain)",,5,
includes/class-activations.php,73,17,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table at &quot;SELECT site_domain FROM $table WHERE api_key_id = %d AND is_active = 1 ORDER BY activated_at DESC&quot;",,5,
includes/class-activations.php,93,19,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-activations.php,169,9,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-activations.php,169,9,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-activations.php,192,23,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-activations.php,192,23,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-activations.php,192,30,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,"Unescaped parameter $table used in $wpdb-&gt;get_row($wpdb-&gt;prepare(\n            &quot;SELECT site_domain, api_key_id FROM $table WHERE id = %d&quot;,\n            $activation_id\n        ))\n$table assigned unsafely at line 189:\n $table = $wpdb-&gt;prefix . &#039;imagina_updater_activations&#039;\n$activation assigned unsafely at line 192:\n $activation = $wpdb-&gt;get_row($wpdb-&gt;prepare(\n            &quot;SELECT site_domain, api_key_id FROM $table WHERE id = %d&quot;,\n            $activation_id\n        ))\n$activation_id used without escaping.",,5,
includes/class-activations.php,193,13,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable $table at &quot;SELECT site_domain, api_key_id FROM $table WHERE id = %d&quot;",,5,
includes/class-activations.php,198,19,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
includes/class-activations.php,198,19,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,"Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().",,5,
includes/class-activations.php,276,16,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,"Use of a direct database call is discouraged.",,5,
